time/s,smt_CO2,smt_HCO3,smt_O2,PS_rate,Ub,Uc,cyt_CO2
5781.7,23.46588447599556,2550.017180689687,362.97904423947705,1.949649965289463e-18,7.757725984974846e-19,1.1738773667919782e-18,22.69056886648031
5785.286,23.406070268204555,2550.0188774936755,363.0371616432795,1.949649965289463e-18,7.438335115789513e-19,1.2058164537105113e-18,22.60965971867076
5788.87,23.346256060413555,2550.020574297664,363.0952790470819,1.949649965289463e-18,7.118944246604208e-19,1.237755540629042e-18,22.528750570861217
5792.4580000000005,23.286441852622556,2550.0222711016527,363.1533964508843,1.949649965289463e-18,6.799553377418892e-19,1.2696946275475735e-18,22.447841423051674
5796.0380000000005,23.226627644831556,2550.023967905641,363.2115138546867,1.949649965289463e-18,6.480162508233601e-19,1.3016337144661025e-18,22.366932275242135
5799.621,23.166813437040556,2550.02566470963,363.2696312584891,1.949649965289463e-18,6.160771639048268e-19,1.3335728013846358e-18,22.28602312743259
5803.210999999999,23.106999229249553,2550.0273615136184,363.3277486622915,1.949649965289463e-18,5.841380769862937e-19,1.3655118883031692e-18,22.205113979623043
5806.803000000001,23.047185021458553,2550.029058317607,363.3858660660939,1.949649965289463e-18,5.521989900677633e-19,1.3974509752216996e-18,22.1242048318135
5810.395,22.987370813667553,2550.0307551215956,363.44398346989635,1.949649965289463e-18,5.202599031492315e-19,1.4293900621402311e-18,22.043295684003958
5813.991,22.927556605876553,2550.032451925584,363.50210087369874,1.949649965289463e-18,4.883208162307012e-19,1.4613291490587617e-18,21.962386536194415
5817.596,22.867742398085554,2550.0341487295727,363.5602182775011,1.949649965289463e-18,4.563817293121694e-19,1.4932682359772934e-18,21.881477388384873
5821.187,22.807928190294554,2550.0358455335613,363.61833568130356,1.949649965289463e-18,4.2444264239363895e-19,1.5252073228958237e-18,21.80056824057533
5824.767,22.748113982503547,2550.03754233755,363.67645308510595,1.9496499652894263e-18,3.925035554750652e-19,1.5571464098143608e-18,21.719659092765777
5828.353,22.68861301917718,2550.037433126994,363.73606325898817,1.959606549437536e-18,3.729375648849877e-19,1.5866689845525484e-18,21.64065923315338
5831.946,22.62920610182569,2550.0367806183,363.7961226850338,1.970183173928412e-18,3.5419547707745584e-19,1.615987696850956e-18,21.56188806537941
5835.534000000001,22.56989786856042,2550.0355612544195,363.85665028217954,1.98138538897191e-18,3.362885801358602e-19,1.64509680883605e-18,21.483354017272127
5839.12,22.51069303647771,2550.0337513898226,363.91766497885914,1.9932167769123413e-18,3.1922592332415625e-19,1.673990853588185e-18,21.405065416686764
5842.705,22.45159640035739,2550.031327310299,363.9791856945032,2.005678897354117e-18,3.030142475349667e-19,1.7026646498191498e-18,21.32703048050987
5846.293000000001,22.392612831327202,2550.028265252671,364.0412313211607,2.0187712342233934e-18,2.876579176490747e-19,1.731113316574319e-18,21.24925730361335
5849.892,22.333747275494936,2550.024541424384,364.1038207052806,2.032491144839448e-18,2.7315885689021646e-19,1.7593322879492312e-18,21.171753847766688
5853.485,22.27500475255054,2550.020132022926,364.1669726296825,2.046833811065129e-18,2.5951648325498142e-19,1.7873173278101476e-18,21.094527930516488
5857.085,22.21639035433981,2550.015013255072,364.2307057957479,2.0617921926012695e-18,2.4672764809226514e-19,1.8150645445090045e-18,21.017587214041342
5860.678000000001,22.15790924341183,2550.0091613558857,364.2950388058622,2.0773569824856493e-18,2.3478657690288447e-19,1.842570405582765e-18,20.94093919399071
5864.271,22.099566651541654,2550.0025526074783,364.3599901461393,2.093516564852321e-18,2.2368481242423763e-19,1.8698317524280832e-18,20.86459118831539
5867.861,22.041367878230233,2549.9951633574774,364.42557816945174,2.110256975002551e-18,2.1341116006057575e-19,1.8968458149419754e-18,20.78855032609763
5871.46,21.983318289182915,2549.9869700371764,364.49182107880017,2.1275618618340995e-18,2.0395163571429676e-19,1.9236102261198033e-18,20.712823536388065
